audio_file,Coherence,Musicality,Memorability,Clarity,Naturalness
50.mp3,2.8504,1.9409,2.022,3.2046,2.3653
1828.mp3,1.9448,1.8048,1.8026,1.77,1.7895
1422.mp3,4.4994,4.5009,4.5035,4.2942,3.9563
780.mp3,3.6937,3.397,3.6147,3.7048,3.4861
2301.mp3,2.4481,2.2252,2.1983,2.2525,2.2343
1129.mp3,4.2146,4.2378,4.4496,4.2311,3.969
873.mp3,4.7224,4.5318,4.4987,4.6791,4.4624
418.mp3,2.8537,2.7283,2.4904,2.5239,2.7883
563.mp3,4.7482,4.5583,4.7527,4.7218,4.5331
1404.mp3,4.2857,4.5036,4.5245,3.5944,3.307
1515.mp3,2.0892,2.0556,1.7741,2.0453,1.8221
1161.mp3,4.7979,4.869,4.8928,4.7693,4.7628
1022.mp3,2.9743,2.5143,2.7352,2.5468,2.7827
2057.mp3,4.8564,4.302,4.7533,4.5343,4.033
2122.mp3,2.4296,1.9496,2.2028,2.276,1.7323
2289.mp3,1.6775,1.5929,1.6976,1.5566,1.5506
1314.mp3,2.2421,1.7832,1.2627,1.3148,1.7345
2041.mp3,2.469,2.2064,1.9705,2.2696,2.2129
407.mp3,2.2195,2.015,2.5462,2.0614,1.9982
2309.mp3,2.3261,2.2244,2.3025,1.9664,2.0187
1972.mp3,2.3412,1.5651,1.7854,1.8434,1.7963
193.mp3,1.6004,1.3673,1.5871,1.6242,1.649
1975.mp3,3.1592,2.4917,2.9487,2.739,2.4737
153.mp3,1.9484,1.4376,1.3334,1.6844,1.5577
134.mp3,4.2596,4.1075,4.3151,4.2209,4.1679
98.mp3,2.0208,1.6239,1.762,1.8029,1.8952
58.mp3,3.7508,3.5167,3.7624,3.7199,3.3787
1121.mp3,3.9889,4.0463,3.9369,3.7853,4.0504
2382.mp3,3.9871,3.4659,3.6941,3.7236,3.2509
2010.mp3,3.995,3.5245,3.6798,3.7934,2.6772
16.mp3,3.4856,2.8052,2.2064,3.5734,3.4747
192.mp3,3.9993,3.4279,3.2777,4.292,3.3658
1602.mp3,3.4468,3.5461,3.4432,3.5233,3.3318
1854.mp3,4.528,4.2676,4.2102,4.0261,4.027
901.mp3,1.4515,1.3018,1.1523,1.2581,1.2623
1815.mp3,4.7459,4.7266,4.7201,4.7038,4.5251
320.mp3,3.5469,3.0001,2.4464,3.3032,2.7372
771.mp3,4.0105,3.5683,3.9935,3.7806,3.7978
937.mp3,4.7515,4.5563,4.3396,4.5581,4.7075
766.mp3,2.0014,1.5321,1.4744,1.3087,1.7458
2351.mp3,4.003,4.2332,4.2354,3.5621,3.9474
2023.mp3,2.7874,2.7412,2.3899,2.5994,2.3626
250.mp3,1.4724,1.2709,1.4868,1.8076,1.324
1059.mp3,1.7312,1.8,2.0016,1.5135,1.7493
254.mp3,1.2647,1.1491,1.199,1.2095,1.2399
846.mp3,4.8556,4.7428,4.5312,4.8431,4.7279
1849.mp3,3.2759,2.5779,2.6345,2.8064,2.2704
530.mp3,2.9764,2.2743,2.4709,2.5931,2.9628
1267.mp3,4.824,4.2677,4.4784,4.2787,4.6799
1490.mp3,4.0788,3.8406,3.75,3.8228,3.6489
1642.mp3,3.5767,3.2076,3.4443,3.2875,3.3286
1926.mp3,2.3542,2.4062,2.7265,2.0959,2.4009
1839.mp3,2.8454,2.4904,2.5154,2.458,2.5298
1388.mp3,4.5127,4.2857,4.3089,4.5038,4.2968
1543.mp3,4.2632,4.0464,4.2528,3.5387,3.8496
390.mp3,3.0823,3.3177,2.8906,3.2848,3.4045
1194.mp3,3.1258,2.6828,2.919,2.665,2.7213
411.mp3,3.1489,2.7997,2.8961,2.8045,2.7213
2235.mp3,3.6335,3.5098,3.508,3.5979,3.3237
2131.mp3,4.3145,3.8267,4.5041,3.6669,4.3426
1331.mp3,4.4953,4.0527,4.4756,4.2655,4.2548
2123.mp3,3.5304,3.3038,3.4815,3.0925,2.6624
2371.mp3,4.5089,3.8344,4.478,4.4676,4.2726
795.mp3,4.7081,4.3309,4.2827,4.3045,4.2912
1464.mp3,4.0967,3.6311,3.872,3.858,3.6512
640.mp3,2.9979,3.0844,2.9911,2.546,3.2795
1944.mp3,3.9771,4.0542,4.2544,4.2383,3.724
77.mp3,4.7004,4.6857,4.691,4.7522,4.6776
2205.mp3,2.6031,2.4799,2.1942,2.4675,1.9983
1154.mp3,2.5409,2.246,2.393,2.0281,2.2545
1428.mp3,2.3249,1.9202,2.3977,2.4907,2.4145
737.mp3,4.7114,4.3007,4.5645,4.1724,4.2784
1850.mp3,3.8958,3.6801,2.9938,3.1771,3.1459
624.mp3,3.321,3.1293,3.3149,3.2473,3.1719
794.mp3,2.275,1.8379,2.0527,2.3263,2.0935
2269.mp3,2.0682,1.533,1.5616,1.5426,1.5503
2347.mp3,3.9784,3.6826,4.112,3.4831,3.8125
1547.mp3,3.2934,3.0784,3.285,2.598,2.7732
1054.mp3,3.8099,3.5423,3.7598,3.8039,3.561
1570.mp3,4.289,4.5062,4.4972,4.2909,3.6586
697.mp3,4.5217,4.5212,4.5022,4.4958,4.6952
1586.mp3,4.0531,3.8371,4.2307,3.4652,4.2505
509.mp3,4.7461,4.7373,4.8358,4.5432,4.3713
2027.mp3,2.0367,1.7849,1.8174,1.8502,1.7955
220.mp3,1.9727,1.9813,1.7927,2.2901,2.2317
773.mp3,4.7592,4.7282,4.8395,4.7014,4.718
1891.mp3,4.7513,4.7247,4.86,4.7208,4.719
926.mp3,4.2136,3.9137,4.1632,3.8787,3.7905
952.mp3,4.7212,4.843,4.8437,4.7445,4.8181
564.mp3,4.2545,4.0649,4.2355,4.2733,4.0096
2089.mp3,4.5473,4.5663,4.8387,4.5254,4.7291
2356.mp3,1.9817,2.24,2.2074,2.0351,1.7797
614.mp3,4.3944,4.2724,4.3954,4.1539,4.1842
1091.mp3,1.7698,1.814,1.7612,1.5444,1.8079
333.mp3,3.877,3.2523,3.2713,3.1221,3.3281
1264.mp3,4.8418,4.541,4.5167,4.3465,4.7239
1118.mp3,3.9539,3.9878,4.2064,3.67,4.4596
183.mp3,4.2539,4.4918,3.4194,4.5017,3.9341
231.mp3,4.4304,4.3111,4.4096,4.2742,4.2831
1531.mp3,3.7538,3.8578,3.7629,3.227,3.277
542.mp3,4.5264,4.4899,4.4834,4.2903,4.2683
1943.mp3,2.494,2.0225,1.9394,1.9984,1.7421
1253.mp3,4.2488,3.5563,4.0359,3.7421,3.9991
1649.mp3,4.1139,4.3372,4.515,4.1153,4.3281
1320.mp3,3.9826,3.7522,4.206,3.7248,3.6774
651.mp3,3.7122,4.0275,3.5746,3.7237,3.1935
2173.mp3,3.6094,3.5132,3.5831,3.0414,3.2347
1072.mp3,4.0215,4.0265,3.96,3.971,3.9485
211.mp3,1.5275,1.6536,1.6119,1.9564,1.8935
733.mp3,4.118,3.7936,3.9368,3.9367,3.7129
1558.mp3,1.7393,1.7649,1.4671,1.519,1.5186
59.mp3,4.4263,4.421,4.4961,4.3939,4.0738
752.mp3,2.2701,2.0388,2.1254,2.0697,2.0109
357.mp3,4.0555,3.8682,3.9972,3.7917,3.8604
1099.mp3,3.2563,2.6069,3.3361,3.0382,3.3307
1180.mp3,3.2061,2.5318,3.2259,2.7995,2.963
540.mp3,4.2515,3.5209,3.4702,3.7815,3.7145
680.mp3,4.9045,4.878,4.908,4.8779,4.7777
812.mp3,4.902,4.7927,4.8948,4.8702,4.778
2157.mp3,1.8988,1.7383,1.4624,1.3322,1.5028
2051.mp3,2.5348,2.3529,1.7627,2.081,2.0693
387.mp3,2.8927,3.0533,3.0496,3.3352,3.3853
672.mp3,4.526,4.7431,4.5205,4.5275,4.5518
1493.mp3,4.8733,4.5552,4.8644,4.5251,4.7336
528.mp3,4.8451,4.7835,4.9034,4.8826,4.8653
1533.mp3,2.5444,2.6329,2.6613,2.1538,2.1152
1802.mp3,4.2103,3.6957,3.9743,3.9403,3.9259
2151.mp3,3.3629,3.1085,3.4088,3.1024,3.2271
918.mp3,4.5269,4.0858,4.0957,4.2813,4.503
1731.mp3,4.7134,4.3213,4.6871,4.0731,4.0594
693.mp3,4.7365,4.3074,4.7006,4.4983,4.234
1667.mp3,2.7795,2.3147,2.2764,2.0705,2.0374
262.mp3,1.8698,1.4247,1.338,1.5706,1.5341
1915.mp3,1.9952,1.5515,1.7106,1.7668,1.5127
1373.mp3,1.9117,1.513,1.5252,1.3101,1.507
466.mp3,3.6642,3.3447,3.5456,3.6082,3.4955
1593.mp3,1.7233,1.5288,1.512,1.5461,1.5632
1061.mp3,2.9117,2.4295,2.6863,2.1767,2.362
2188.mp3,1.7741,1.8033,1.744,1.7471,1.7475
141.mp3,4.4171,4.1573,3.4504,4.5254,4.5173
625.mp3,4.5061,4.5219,4.4636,4.0976,4.0253
2267.mp3,3.3334,2.6302,3.111,2.6467,2.6386
1811.mp3,4.0687,3.5948,3.8207,3.335,3.1587
845.mp3,2.2309,1.9889,2.2096,2.0321,1.9883
34.mp3,3.1514,3.0094,3.0052,3.3705,3.4421
489.mp3,4.559,4.3689,4.5483,4.5556,4.3374
562.mp3,4.3193,4.305,4.518,4.2748,4.0665
2307.mp3,2.4545,2.1965,2.2044,1.9866,1.9317
639.mp3,4.7582,4.5463,4.752,4.5181,4.5259
1876.mp3,3.4689,2.9735,2.9228,3.2528,2.984
2316.mp3,1.9769,1.7615,1.752,1.9745,1.9678
270.mp3,1.8681,1.286,1.1732,1.6296,1.3155
1471.mp3,4.7065,4.1563,4.3062,4.303,4.4938
2345.mp3,4.7557,4.8435,4.7337,4.8281,4.7161
806.mp3,2.2486,1.8122,2.0203,1.5444,1.7654
953.mp3,4.5573,4.3107,4.2668,4.284,4.3071
1211.mp3,4.3176,3.4134,4.286,3.846,3.8473
384.mp3,3.1847,3.3069,2.5422,3.6607,3.6583
852.mp3,4.8742,4.8561,4.8805,4.8534,4.8522
2325.mp3,4.2408,4.0055,3.9601,3.991,3.7055
1324.mp3,3.15,2.7215,2.6848,2.6779,2.73
904.mp3,2.4853,2.2152,2.4532,2.4751,2.2187
1877.mp3,3.2235,2.773,2.7434,2.8554,2.5244
970.mp3,4.6753,4.657,3.8978,4.4632,4.4449
848.mp3,2.0002,1.8048,1.9888,2.0536,2.0452
260.mp3,1.4488,1.1529,1.1582,1.172,1.1826
258.mp3,4.3761,4.2057,4.1341,4.347,3.8604
2040.mp3,1.5723,1.5657,1.5315,1.571,1.5637
988.mp3,4.5296,4.5326,4.7059,4.491,4.6981
854.mp3,4.5238,4.5269,4.5047,4.5055,4.5233
240.mp3,2.4124,2.1477,2.1525,2.1717,2.6156
1243.mp3,2.4279,2.0391,1.2257,1.533,2.0898
179.mp3,1.7337,1.1786,1.5472,2.2111,1.3426
1443.mp3,4.8584,4.742,4.8472,4.7311,4.7052
715.mp3,4.8259,4.8649,4.9002,4.8676,4.8593
283.mp3,2.0027,1.5377,1.7074,1.7036,1.5602
1861.mp3,2.4993,2.0418,1.9185,2.4975,2.1822
120.mp3,2.3403,1.766,2.698,2.1554,3.096
1419.mp3,3.8093,2.8415,3.5392,3.6472,2.8101
56.mp3,3.6227,3.3576,3.4427,3.3454,3.3297
1265.mp3,3.8454,3.5945,3.5703,3.5456,3.4927
177.mp3,2.2473,1.3795,2.0481,1.7014,1.411
109.mp3,1.8848,2.0641,2.3415,1.5798,2.4094
280.mp3,2.5116,2.2881,2.2714,2.5802,2.2787
1048.mp3,3.6288,3.6259,3.6672,2.7636,3.557
364.mp3,2.8355,3.1873,3.0996,3.4438,3.1424
239.mp3,4.3208,3.5284,2.9048,3.9357,4.3323
1534.mp3,4.7678,4.7283,4.8505,4.7112,4.5541
1549.mp3,3.0446,2.3198,2.2481,2.6699,2.0586
1503.mp3,4.2426,3.766,4.2121,4.0327,3.7543
1804.mp3,2.6433,2.599,2.1778,2.1986,2.1689
2224.mp3,2.8807,2.9312,2.3014,2.9225,2.3876
761.mp3,1.7158,1.5442,1.2944,1.326,1.3463
365.mp3,2.8673,2.4941,2.4698,2.4027,2.6488
10.mp3,3.7909,3.1734,3.5099,3.3458,3.7609
1403.mp3,4.5204,4.4755,4.5003,4.2306,3.6956
1498.mp3,4.7119,4.2869,4.6938,4.4901,4.2699
2272.mp3,2.0677,1.815,1.7526,1.7826,1.7843
2114.mp3,3.4788,3.1555,2.7139,3.0075,2.9392
683.mp3,3.2425,3.286,3.4704,3.0405,3.274
935.mp3,2.6961,2.8209,3.336,2.9667,3.0349
1559.mp3,4.5052,4.0929,4.2348,4.0628,3.3223
909.mp3,3.4437,3.4794,3.4115,3.4443,3.439
2398.mp3,3.8259,3.7994,4.2364,4.2676,4.0358
676.mp3,4.7673,4.8334,4.8456,4.8444,4.7148
328.mp3,2.9585,3.2076,3.0371,2.9004,3.0301
2214.mp3,4.5422,4.327,4.4823,4.3729,4.3645
2228.mp3,1.5395,1.2886,1.3365,1.3915,1.3437
867.mp3,4.3071,4.0828,4.2902,4.0606,4.0691
1497.mp3,4.4763,4.2759,4.6711,4.2715,4.461
1369.mp3,2.3291,2.1466,1.5494,1.6042,1.8319
1918.mp3,4.2797,4.0238,4.0158,3.9959,3.7459
2324.mp3,4.2177,4.1278,4.108,4.116,3.9822
1467.mp3,2.99,2.7345,2.6424,2.2336,2.9986
981.mp3,3.789,3.5847,3.6771,3.6174,4.0665
2076.mp3,2.9654,2.5087,2.4898,2.5603,2.2651
592.mp3,2.3744,1.4973,1.4801,1.7477,1.7174
1250.mp3,4.7124,4.5127,4.6901,4.481,4.6724
936.mp3,2.2431,1.7498,1.3372,2.0166,2.0501
622.mp3,1.3009,1.164,1.1769,1.2794,1.3221
1505.mp3,3.9745,3.7173,3.9053,3.5221,2.9734
137.mp3,3.2666,3.6846,3.5184,3.8052,4.1566
1459.mp3,3.7635,2.739,4.2065,4.0004,3.4755
2139.mp3,4.308,3.4361,4.2942,3.8707,3.4186
2192.mp3,3.3349,3.1764,3.3519,3.1388,2.949
1083.mp3,3.8045,3.3356,3.5597,3.3705,3.2461
1329.mp3,4.2521,3.9267,4.5034,4.0512,4.0435
492.mp3,2.5519,2.5301,2.8399,2.9037,2.498
2046.mp3,2.026,1.7935,1.9779,2.0161,1.8023
417.mp3,4.5604,4.5581,4.2539,4.5525,4.0586
2387.mp3,3.4632,2.9476,3.1805,3.46,2.946
87.mp3,2.7363,1.5082,1.7191,2.0783,2.1618
1807.mp3,4.4619,4.2791,4.4438,3.5924,4.2304
2179.mp3,2.4715,2.1964,2.1732,2.2406,2.1649
322.mp3,4.4373,4.2213,4.3482,4.387,4.3212
1831.mp3,4.4921,4.3111,4.5101,4.0262,4.0164
156.mp3,1.4859,1.1848,1.2819,1.3094,1.2961
2160.mp3,4.6796,4.5123,4.4826,4.5106,3.6858
1821.mp3,2.9896,3.0137,2.6358,2.6968,2.9909
722.mp3,2.1943,1.7604,1.9367,1.5198,1.8
1123.mp3,4.8093,4.803,4.8169,4.6874,4.7814
2119.mp3,4.4945,4.2342,4.659,4.4777,3.6909
1273.mp3,4.0768,3.7912,4.2597,3.792,3.4984
2336.mp3,3.9097,3.6147,3.6902,3.4307,3.2194
431.mp3,4.8484,4.5359,4.7124,4.8498,4.819
455.mp3,4.8618,4.7325,4.7159,4.8401,4.7127
2364.mp3,1.5278,1.5125,1.7722,1.5367,1.5531
1353.mp3,4.5725,4.3118,4.4296,4.2553,4.2375
1580.mp3,4.0044,4.0945,4.0047,4.2942,3.5703
1378.mp3,4.6064,4.471,4.6302,4.4103,4.4253
1379.mp3,3.8004,3.7817,3.7741,3.5319,3.2789
2319.mp3,4.5465,4.3258,4.4106,4.3291,4.2864
1888.mp3,2.627,2.2979,2.217,2.2277,2.1963
1406.mp3,4.0763,3.9114,4.0684,3.861,3.6102
764.mp3,1.7339,1.5495,1.357,1.3311,1.3364
1159.mp3,2.2299,1.7946,2.0553,1.8125,1.8132
1484.mp3,1.7558,1.8017,1.4936,1.8246,1.5439
2132.mp3,1.9081,1.3076,1.4976,1.5227,1.322
1601.mp3,4.5792,4.3518,4.8578,4.7448,4.3483
1365.mp3,2.1177,1.759,1.6955,1.7205,1.7106
1639.mp3,4.2741,3.8299,3.7178,3.598,3.7926
91.mp3,4.5056,4.4705,4.611,4.357,4.6537
2001.mp3,4.7308,4.3099,4.725,4.2835,4.0283
684.mp3,4.3017,4.2651,4.494,4.5002,4.2728
1777.mp3,4.0672,3.6361,4.2565,3.5538,3.6142
241.mp3,1.643,2.101,2.009,2.3404,2.1626
1676.mp3,1.7766,1.3536,1.5312,1.5432,1.5311
990.mp3,2.9738,2.718,2.1685,2.3099,2.7593
27.mp3,4.0132,4.0543,3.5667,3.7351,4.0192
2217.mp3,4.2252,4.2427,4.4426,4.2363,3.6652
1474.mp3,1.7249,1.7669,1.5174,1.5588,1.5535
552.mp3,3.7751,3.5913,3.4951,3.5543,3.5321
1390.mp3,3.3399,3.5647,3.5121,3.412,3.3483
1066.mp3,2.0099,2.0405,1.7938,1.7959,1.7848
1069.mp3,4.486,3.9491,4.4579,3.9052,4.2541
2085.mp3,1.7005,1.3727,1.333,1.3879,1.4645
876.mp3,4.2673,3.8144,3.7962,4.0636,3.7593
561.mp3,4.534,4.5256,4.7134,4.5088,4.2384
1188.mp3,2.5407,2.0944,2.7177,1.8566,2.3719
944.mp3,4.7291,4.5243,4.4795,4.6869,4.6637
1090.mp3,3.7388,3.7566,3.924,3.511,3.7133
1652.mp3,2.7952,2.3575,2.3517,2.2863,2.052
739.mp3,2.2405,1.5571,1.5113,1.555,1.5553
392.mp3,3.0034,2.7992,2.909,3.1218,3.2157
1076.mp3,3.3734,3.4293,3.5165,3.4436,3.3616
863.mp3,2.3197,2.0079,2.0232,1.6309,2.0169
501.mp3,4.875,4.8516,4.8576,4.8701,4.8674
49.mp3,2.1014,1.4162,1.8245,1.7938,2.0177
1914.mp3,3.3688,3.1111,3.1205,3.1746,2.91
74.mp3,3.6661,3.6447,3.3735,3.914,3.4712
205.mp3,4.5354,4.6184,4.3545,4.5146,4.6001
837.mp3,4.8794,4.8686,4.8836,4.875,4.8672
1820.mp3,4.0183,4.0435,4.0068,4.0321,4.0095
819.mp3,4.8623,4.7413,4.8539,4.7349,4.725
2147.mp3,2.5081,1.8099,2.5132,2.0137,1.7882
2130.mp3,4.4866,4.0678,4.685,4.2834,3.7871
1212.mp3,4.5281,3.7459,4.4769,3.6949,4.0269
2048.mp3,3.7549,3.5723,3.6566,3.2457,3.2519
1720.mp3,2.5071,1.9857,1.9873,2.3064,2.0631
866.mp3,2.1424,1.7682,1.7302,1.5306,1.7634
627.mp3,2.5925,2.6139,2.7659,2.1384,2.4472
1871.mp3,1.956,1.5053,1.4775,2.195,1.7381
409.mp3,3.4188,2.7957,3.0305,2.5442,3.0767
2282.mp3,3.9184,3.6618,3.836,3.874,3.5662
2039.mp3,4.7021,4.4622,4.4407,4.2502,3.9958
1930.mp3,3.4267,3.3162,3.7216,2.9812,3.0175
762.mp3,4.2966,4.0962,4.2055,4.0994,4.0959
967.mp3,3.0753,3.1277,3.0635,3.1726,3.3383
1905.mp3,4.8589,4.5467,4.7369,4.8361,4.3018
1437.mp3,3.9925,3.3286,3.991,3.8386,3.3294
2252.mp3,4.7625,4.7391,4.7419,4.8458,4.8515
1086.mp3,2.8143,2.379,3.1495,2.0771,2.6477
319.mp3,3.2987,3.0911,3.359,3.0964,3.3119
317.mp3,4.1986,3.9585,3.7195,3.9769,3.9191
124.mp3,2.0901,2.389,2.7321,2.278,2.8664
172.mp3,3.4907,2.6358,2.0615,2.893,2.4063
1013.mp3,3.2142,2.6844,2.9549,3.0943,3.2983
232.mp3,1.5022,1.3808,1.3768,1.3968,1.4075
649.mp3,4.5415,4.3043,4.5064,4.4997,4.2945
871.mp3,3.8052,4.0205,3.7569,3.7557,3.5423
2337.mp3,2.2532,2.0447,2.0013,2.054,2.0175
877.mp3,1.9419,1.5356,1.3039,1.3312,1.5571
1509.mp3,2.8219,1.8243,2.088,2.1297,2.1045
125.mp3,4.3679,4.2107,4.3021,4.2536,4.2286
1232.mp3,4.7488,4.7201,4.7008,4.2798,4.25
724.mp3,4.6712,4.5537,4.6363,4.6396,4.5036
2339.mp3,4.7637,4.5345,4.8316,4.7109,4.2619
1733.mp3,4.751,4.7462,4.8658,4.743,4.2834
2102.mp3,3.2316,3.0267,3.0971,3.0494,3.0121
474.mp3,1.8384,1.5846,1.8152,1.5965,1.838
1571.mp3,4.3981,4.3054,4.4547,4.3352,4.2442
2052.mp3,1.4763,1.4467,1.4581,1.4601,1.4634
2017.mp3,4.8941,4.7644,4.8882,4.7598,4.2976
1311.mp3,2.7541,2.2527,2.4668,1.9947,2.5334
2120.mp3,4.7791,4.5495,4.8512,4.7311,4.539
1164.mp3,4.2648,4.2528,4.2488,4.046,4.0689
1687.mp3,4.4872,3.9798,4.4827,4.4762,3.9852
2265.mp3,4.61,4.7085,4.5974,4.7382,4.7526
479.mp3,2.0026,1.5432,1.9527,1.7687,1.5302
1187.mp3,4.0266,3.2183,4.0508,3.8825,3.6912
2317.mp3,4.2691,4.2671,4.6792,4.287,4.0243
962.mp3,3.6884,3.4981,3.7186,3.556,3.1767
2095.mp3,3.0278,2.6822,2.4687,2.9523,2.2216
1873.mp3,3.7712,3.5103,3.729,3.498,3.4562
180.mp3,3.7489,2.7359,3.0409,4.2234,3.1672
2373.mp3,4.7073,4.3121,4.4978,4.7013,4.1042
1852.mp3,3.6876,3.1946,3.1617,2.938,3.2044
2053.mp3,4.5123,4.0269,4.0257,3.7943,4.0756
1475.mp3,4.2815,4.2471,4.267,4.0071,4.0054
1238.mp3,4.5298,4.5134,4.7016,4.5162,4.6865
69.mp3,2.4013,1.5682,1.5851,2.3228,1.8149
200.mp3,4.2227,4.1552,3.981,4.4628,4.2124
930.mp3,4.3255,4.0988,4.3085,4.1181,4.3271
1838.mp3,3.9793,3.1906,3.7043,3.4084,3.516
272.mp3,2.0915,2.0417,2.0648,1.9167,1.873
386.mp3,2.958,2.9874,2.5701,2.9352,3.013
1117.mp3,4.2579,4.2965,4.4989,4.3208,4.5075
2227.mp3,3.342,2.8825,2.5503,3.4412,2.5968
1566.mp3,4.7039,4.2592,4.5026,4.3006,4.2405
1394.mp3,4.0018,3.8525,3.7607,4.0219,3.8254
1844.mp3,4.8732,4.855,4.8724,4.7427,4.8543
2071.mp3,4.4995,3.8116,4.4823,4.2562,3.8602
1560.mp3,3.2551,3.0192,2.666,2.8164,2.4897
882.mp3,2.2225,1.7762,1.7299,1.7617,1.7396
1692.mp3,4.5613,3.9257,4.7063,4.3215,3.917
2109.mp3,1.512,1.532,1.4951,1.5045,1.5168
62.mp3,2.0837,2.1082,2.3378,2.464,1.8278
342.mp3,3.5918,3.1207,3.2931,3.1107,3.0705
1743.mp3,4.5381,4.3126,4.1409,4.1254,3.604
2204.mp3,4.7833,4.6043,4.8001,4.8708,4.8595
300.mp3,4.2375,3.7327,3.2868,3.7623,3.7419
734.mp3,4.2634,3.7356,3.9621,4.0197,4.014
82.mp3,2.7326,1.6776,2.0517,2.4681,1.9911
1866.mp3,4.2245,4.2976,4.2751,4.5158,3.9661
1577.mp3,1.991,1.5561,1.5447,1.5634,1.5326
158.mp3,1.3288,1.3216,1.3038,1.5801,1.218
621.mp3,3.8514,3.9281,4.054,4.1165,3.6658
279.mp3,1.2945,1.1389,1.143,1.1552,1.2822
1724.mp3,3.5012,3.3434,3.7881,3.626,3.2632
1021.mp3,1.7317,1.7938,1.4953,1.3067,1.5375
32.mp3,2.1709,1.8316,2.0868,1.9701,2.433
122.mp3,3.7339,3.01,3.1901,2.9943,2.9517
1889.mp3,4.171,3.9708,3.8785,3.6816,4.1748
587.mp3,4.4708,4.4863,4.4215,4.2169,4.233
2231.mp3,2.713,2.1036,2.0704,2.1718,1.8647
1574.mp3,2.6942,2.1014,2.3648,2.4051,2.2575
809.mp3,1.7585,1.8081,1.7583,1.8116,1.8351
1600.mp3,3.7031,3.1548,2.9084,3.2558,2.8778
1044.mp3,4.7446,4.7366,4.7226,4.7219,4.7257
1137.mp3,1.7595,1.7644,1.5251,1.5506,1.5363
444.mp3,3.7859,2.9003,3.7944,3.0543,3.0708
2155.mp3,2.2092,2.3076,2.0387,2.379,2.0593
2372.mp3,4.8346,4.7099,4.8456,4.5258,4.3446
1023.mp3,4.7038,4.7009,4.4516,4.242,4.4768
1468.mp3,4.5388,4.352,4.4124,4.2484,4.2856
2278.mp3,3.5032,3.4547,3.4061,3.2489,2.9023
2386.mp3,3.1974,3.0451,2.9364,3.0759,2.7801
84.mp3,2.4409,2.1402,1.8828,2.3233,2.3267
1435.mp3,3.7367,2.9187,2.8828,3.6864,2.6309
2033.mp3,4.06,3.851,4.2278,3.5706,4.0555
588.mp3,4.4233,4.1253,4.3375,4.1077,4.1225
897.mp3,4.3138,4.1772,4.3078,4.1489,4.2944
85.mp3,3.7893,2.8275,3.0328,3.1943,2.7257
126.mp3,1.5675,1.3357,1.7775,1.6254,2.2802
2305.mp3,3.3051,3.146,2.7869,2.8448,3.0918
1038.mp3,1.745,1.5572,1.4992,1.337,1.5437
1006.mp3,4.6869,4.5484,4.6364,4.5715,4.444
1781.mp3,2.6048,2.1653,2.3158,2.2968,2.3472
2361.mp3,2.6138,2.6296,2.1542,2.6491,2.216
1694.mp3,4.4889,4.2302,4.489,4.4523,4.8048
508.mp3,4.4937,4.2933,4.4927,4.2995,4.4842
825.mp3,4.4913,4.5076,4.4951,4.4904,4.505
2242.mp3,1.731,1.4892,1.4797,1.53,1.4885
2016.mp3,4.521,4.3132,4.5162,4.0373,4.0435
142.mp3,2.0315,1.6778,1.7709,1.7997,2.7218
1274.mp3,2.5841,1.8306,1.329,1.3662,2.1032
1271.mp3,2.2992,1.7367,1.3147,1.3608,1.8961
630.mp3,3.809,3.3532,3.9836,3.5822,3.5466
1027.mp3,4.0673,4.5276,4.5116,4.2979,4.5135
1085.mp3,4.7562,4.7161,4.8584,4.7052,4.8215
804.mp3,3.5913,3.6605,3.5545,3.8189,3.8374
1453.mp3,2.6571,2.2659,2.3425,2.6923,2.3223
2153.mp3,2.6287,2.0375,2.2393,2.0649,2.2873
2285.mp3,1.0656,1.0653,1.0648,1.0555,1.0725
1938.mp3,4.5356,4.3016,4.7383,4.7428,4.5519
1096.mp3,4.304,4.1195,4.5189,4.3056,4.5156
1200.mp3,3.7543,3.661,4.0199,3.556,3.3499
1334.mp3,2.167,1.7467,1.3119,1.3265,1.7401
504.mp3,4.7053,4.3236,4.2722,4.3051,3.8769
538.mp3,4.498,4.6783,4.4648,4.486,4.4673
1007.mp3,3.4941,3.0158,3.5192,3.5436,3.5308
2200.mp3,3.3321,3.325,3.7482,3.1848,3.3544
628.mp3,1.7057,1.5054,1.3004,1.3156,1.3071
1862.mp3,3.1428,2.8124,2.8412,2.8189,2.7149
454.mp3,3.486,3.0326,3.2427,2.7933,3.0034
682.mp3,4.0089,3.6953,3.8905,3.7427,3.6451
1615.mp3,2.9015,2.4874,2.2601,2.0516,2.2893
899.mp3,2.4747,2.2881,2.3958,2.3828,2.3335
769.mp3,1.7286,1.7614,1.7265,1.529,1.53
490.mp3,4.7546,4.6041,4.7285,4.6475,4.5328
1392.mp3,4.2682,4.0691,3.9859,3.6888,4.039
751.mp3,4.7287,4.5599,4.7284,4.5319,4.3601
129.mp3,2.0565,1.3353,2.4035,1.2045,1.6834
855.mp3,1.3573,1.2099,1.5341,1.5427,1.3434
1960.mp3,4.8804,4.7617,4.8792,4.8472,4.7315
1782.mp3,4.0793,3.6335,3.8398,3.172,3.0674
723.mp3,2.9259,2.5997,2.6208,2.4176,2.6435
768.mp3,3.499,3.2653,3.6941,3.294,3.433
1067.mp3,4.0412,3.8049,3.9994,4.0076,3.9962
1725.mp3,4.3484,4.3034,4.4813,4.1123,3.397
